Code,Site ID,Site Name,Scene Name,Scene Date
310830060020-05,310830060020,['Fort Cobb Reservoir'],LT50290352006222GNC01,2006/08/10
310830060020-06,310830060020,['Fort Cobb Reservoir'],LT50290362006222GNC01,2006/08/10
310830060020-07,310830060020,['Fort Cobb Reservoir'],LT50280352004194PAC01,2004/07/12
310830060020-08,310830060020,['Fort Cobb Reservoir'],LT50280362004194PAC01,2004/07/12
310830060020-09,310830060020,['Fort Cobb Reservoir'],LT50280352004098PAC02,2004/04/07
310830060020-10,310830060020,['Fort Cobb Reservoir'],LT50280362004098PAC02,2004/04/07
310830060020-11,310830060020,['Fort Cobb Reservoir'],LT50280352003287PAC02,2003/10/14
310830060020-12,310830060020,['Fort Cobb Reservoir'],LT50280362003287PAC02,2003/10/14
310830060020-13,310830060020,['Fort Cobb Reservoir'],LT50280362002044XXX01,2002/02/13
310830060020-14,310830060020,['Fort Cobb Reservoir'],LT50280352002044XXX01,2002/02/13
310830060020-15,310830060020,['Fort Cobb Reservoir'],LE70290352002043EDC00,2002/02/12
310830060020-16,310830060020,['Fort Cobb Reservoir'],LE70290362002043EDC00,2002/02/12
310830060020-17,310830060020,['Fort Cobb Reservoir'],LE70280362012144EDC00,2012/05/23
310830060020-18,310830060020,['Fort Cobb Reservoir'],LE70280352012144EDC00,2012/05/23
310830060020-19,310830060020,['Fort Cobb Reservoir'],LE70290352011004EDC00,2011/01/04
310830060020-20,310830060020,['Fort Cobb Reservoir'],LE70290362011004EDC00,2011/01/04
310830060020-21,310830060020,['Fort Cobb Reservoir'],LE70280362009215EDC00,2009/08/03
310830060020-22,310830060020,['Fort Cobb Reservoir'],LE70280352009215EDC00,2009/08/03
310830060020-23,310830060020,['Fort Cobb Reservoir'],LE70290352009126EDC00,2009/05/06
310830060020-24,310830060020,['Fort Cobb Reservoir'],LE70290362009126EDC00,2009/05/06
310830060020-25,310830060020,['Fort Cobb Reservoir'],LE70290352006038EDC00,2006/02/07
310830060020-26,310830060020,['Fort Cobb Reservoir'],LE70290352004097EDC01,2004/04/06
310830060020-27,310830060020,['Fort Cobb Reservoir'],LE70290352003286EDC02,2003/10/13
310830060020-28,310830060020,['Fort Cobb Reservoir'],LE70290362003286EDC02,2003/10/13
310830060130-01,310830060130,['Crowder Lake'],LT50290352010041PAC02,2010/02/10
310830060130-02,310830060130,['Crowder Lake'],LT50290362010041PAC02,2010/02/10
310830060130-03,310830060130,['Crowder Lake'],LE70280352002196EDC00,2002/07/15
310830060130-04,310830060130,['Crowder Lake'],LE70280362002196EDC00,2002/07/15
310830060130-05,310830060130,['Crowder Lake'],LE70290352002107EDC00,2002/04/17
310830060130-06,310830060130,['Crowder Lake'],LE70280352006143EDC00,2006/05/23
310830060130-07,310830060130,['Crowder Lake'],LE70280362006143EDC00,2006/05/23
310830060130-08,310830060130,['Crowder Lake'],LE70290352006054EDC00,2006/02/23
310830060130-09,310830060130,['Crowder Lake'],LE70280352003343EDC02,2003/12/09
310830060130-10,310830060130,['Crowder Lake'],LE70280362003343EDC02,2003/12/09
310840010020-01,310840010020,['Foss Reservoir'],LT50280362011005PAC01,2011/01/05
310840010020-02,310840010020,['Foss Reservoir'],LT50290352005251PAC01,2005/09/08
310840010020-03,310840010020,['Foss Reservoir'],LT50290362005251PAC01,2005/09/08
310840010020-04,310840010020,['Foss Reservoir'],LT50280362005116PAC01,2005/04/26
310840010020-05,310840010020,['Foss Reservoir'],LT50280362004258PAC01,2004/09/14
310840010020-06,310840010020,['Foss Reservoir'],LT50280362003111LGS01,2003/04/21
310840010020-07,310840010020,['Foss Reservoir'],LE70290352011004EDC00,2011/01/04
310840010020-08,310840010020,['Foss Reservoir'],LE70280352005220EDC00,2005/08/08
310840010020-09,310840010020,['Foss Reservoir'],LE70280362005220EDC00,2005/08/08
310840010020-10,310840010020,['Foss Reservoir'],LE70290352005115EDC00,2005/04/25
310840010020-11,310840010020,['Foss Reservoir'],LE70290352005083EDC00,2005/03/24
310840010020-12,310840010020,['Foss Reservoir'],LE70290352004257EDC02,2004/09/13
311100010020-01,311100010020,['Lake Texoma'],LT50270372011110PAC01,2011/04/20
311100010020-02,311100010020,['Lake Texoma'],LT50270362011110PAC01,2011/04/20
311100010020-03,311100010020,['Lake Texoma'],LT50270372009216PAC03,2009/08/04
311100010020-04,311100010020,['Lake Texoma'],LT50270362009216PAC03,2009/08/04
311100010020-05,311100010020,['Lake Texoma'],LT50260362009145PAC01,2009/05/25
311100010020-06,311100010020,['Lake Texoma'],LT50260372009145PAC01,2009/05/25
311100010020-07,311100010020,['Lake Texoma'],LT50260362008127PAC01,2008/05/06
311100010020-08,311100010020,['Lake Texoma'],LT50260372008127PAC01,2008/05/06
311100010020-09,311100010020,['Lake Texoma'],LT50270362005141PAC01,2005/05/21
311100010020-10,311100010020,['Lake Texoma'],LT50270372005141PAC01,2005/05/21
311100010020-11,311100010020,['Lake Texoma'],LT50260362003209PAC02,2003/07/28
311100010020-12,311100010020,['Lake Texoma'],LT50260372003209PAC02,2003/07/28
311100010020-13,311100010020,['Lake Texoma'],LT50280362003175LGS02,2003/06/24
311100010020-14,311100010020,['Lake Texoma'],LT50270372003120LGS01,2003/04/30
311100010020-15,311100010020,['Lake Texoma'],LT50270362003120LGS01,2003/04/30
311100010020-16,311100010020,['Lake Texoma'],LT50270362003040LGS01,2003/02/09
311100010020-17,311100010020,['Lake Texoma'],LT50270372003040LGS01,2003/02/09
311100010020-18,311100010020,['Lake Texoma'],LE70260372003121EDC00,2003/05/01
311100010020-19,311100010020,['Lake Texoma'],LE70260362003121EDC00,2003/05/01
311100010020-20,311100010020,['Lake Texoma'],LE70260362003041EDC00,2003/02/10
311100010020-21,311100010020,['Lake Texoma'],LE70260372003041EDC00,2003/02/10
311100010020-22,311100010020,['Lake Texoma'],LE70270362012281EDC00,2012/10/07
311100010020-23,311100010020,['Lake Texoma'],LE70270372012281EDC00,2012/10/07
311100010020-24,311100010020,['Lake Texoma'],LE70260372011111EDC00,2011/04/21
311100010020-25,311100010020,['Lake Texoma'],LE70260372010300EDC00,2010/10/27
311100010020-26,311100010020,['Lake Texoma'],LE70270372008302EDC00,2008/10/28
311100010020-27,311100010020,['Lake Texoma'],LE70270362008302EDC00,2008/10/28
311100010020-28,311100010020,['Lake Texoma'],LE70270372008126EDC00,2008/05/05
311100010020-29,311100010020,['Lake Texoma'],LE70270362008126EDC00,2008/05/05
311100010020-30,311100010020,['Lake Texoma'],LE70260372005142EDC00,2005/05/22
311100010020-31,311100010020,['Lake Texoma'],LE70260362005142EDC00,2005/05/22
311100010020-32,311100010020,['Lake Texoma'],LE70270372003208EDC01,2003/07/27
311100010020-33,311100010020,['Lake Texoma'],LE70270362003208EDC01,2003/07/27
311100010210-01,311100010210,['Leeper Lake'],LT50270362011110PAC01,2011/04/20
311100010210-02,311100010210,['Leeper Lake'],LT50270372011110PAC01,2011/04/20
311100020090-01,311100020090,['Lake Murray'],LT50270362009008EDC00,2009/01/08
311100020090-02,311100020090,['Lake Murray'],LT50270372009008PAC01,2009/01/08
311100020090-03,311100020090,['Lake Murray'],LT50280362006151PAC01,2006/05/31
311100020090-04,311100020090,['Lake Murray'],LT50280362004146PAC02,2004/05/25
311100020090-05,311100020090,['Lake Murray'],LT50270362003328PAC02,2003/11/24
311100020090-06,311100020090,['Lake Murray'],LT50270372003328PAC02,2003/11/24
311100020090-07,311100020090,['Lake Murray'],LE70270372008286EDC00,2008/10/12
311100020090-08,311100020090,['Lake Murray'],LE70270362008286EDC00,2008/10/12
311100020090-09,311100020090,['Lake Murray'],LE70270362006152EDC00,2006/06/01
311100020090-10,311100020090,['Lake Murray'],LE70270372006152EDC00,2006/06/01
311100030130-01,311100030130,['Healdton Lake'],LT50280362006151PAC01,2006/05/31
311100030130-02,311100030130,['Healdton Lake'],LT50280362004146PAC02,2004/05/25
311100030130-03,311100030130,['Healdton Lake'],LT50270362003328PAC02,2003/11/24
311100030130-04,311100030130,['Healdton Lake'],LE70270362006152EDC00,2006/06/01
311100030130-05,311100030130,['Healdton Lake'],LE70280362003327EDC01,2003/11/23
311100040170-01,311100040170,['Comanche Lake'],LT50280362011245PAC01,2011/09/02
311100040170-02,311100040170,['Comanche Lake'],LT50270362011046EDC00,2011/02/15
311100040170-03,311100040170,['Comanche Lake'],LT50280362008093PAC01,2008/04/02
311100040170-04,311100040170,['Comanche Lake'],LT50270362007275PAC01,2007/10/02
311100040170-05,311100040170,['Comanche Lake'],LT50270362004363PAC01,2004/12/28
311100040170-06,311100040170,['Comanche Lake'],LT50270362003168LGS01,2003/06/17
311100040170-07,311100040170,['Comanche Lake'],LE70280362003119EDC00,2003/04/29
311100040170-08,311100040170,['Comanche Lake'],LE70280362009007EDC00,2009/01/07
311100040170-09,311100040170,['Comanche Lake'],LE70270362008094EDC00,2008/04/03
311100040170-10,311100040170,['Comanche Lake'],LE70280362004362EDC00,2004/12/27
311210000020-01,311210000020,['Waurika Lake'],LT50280372008093PAC01,2008/04/02
311210000020-02,311210000020,['Waurika Lake'],LT50280362008093PAC01,2008/04/02
311210000020-03,311210000020,['Waurika Lake'],LT50270362007275PAC01,2007/10/02
311210000020-04,311210000020,['Waurika Lake'],LT50270372007275PAC01,2007/10/02
311210000020-05,311210000020,['Waurika Lake'],LT50270372005109PAC01,2005/04/19
311210000020-06,311210000020,['Waurika Lake'],LT50270362005109PAC01,2005/04/19
311210000020-07,311210000020,['Waurika Lake'],LT50280372002316LGS01,2002/11/12
311210000020-08,311210000020,['Waurika Lake'],LT50280362002316LGS01,2002/11/12
311210000020-09,311210000020,['Waurika Lake'],LE70270362002317EDC00,2002/11/13
311210000020-10,311210000020,['Waurika Lake'],LE70270372002317EDC00,2002/11/13
311210000020-11,311210000020,['Waurika Lake'],LE70270362008094EDC00,2008/04/03
311210000020-12,311210000020,['Waurika Lake'],LE70280362007274EDC00,2007/10/01
311300010080-01,311300010080,['Walters (Dave Boyer) Lake'],LT50280362008093PAC01,2008/04/02
311300010080-02,311300010080,['Walters (Dave Boyer) Lake'],LT50280362004130PAC02,2004/05/09
311300010080-03,311300010080,['Walters (Dave Boyer) Lake'],LE70280362010042EDC00,2010/02/11
311300010080-04,311300010080,['Walters (Dave Boyer) Lake'],LE70280362007274EDC00,2007/10/01
311300030020-01,311300030020,['Lake Ellsworth'],LE70280362002132EDC00,2002/05/12
311300030020-02,311300030020,['Lake Ellsworth'],LE70280362012144EDC00,2012/05/23
311300030020-03,311300030020,['Lake Ellsworth'],LE70280362011333EDC00,2011/11/29
311300030020-04,311300030020,['Lake Ellsworth'],LE70280362009215EDC00,2009/08/03
311300030020-05,311300030020,['Lake Ellsworth'],LE70280362004106EDC02,2004/04/15
311300030020-06,311300030020,['Lake Ellsworth'],LE70280362003295EDC01,2003/10/22
311300040050-01,311300040050,['Elmer Thomas Lake'],LT50290362005075PAC01,2005/03/16
311300040050-02,311300040050,['Elmer Thomas Lake'],LT50290362004265PAC01,2004/09/21
311300040050-03,311300040050,['Elmer Thomas Lake'],LT50290362003118LGS01,2003/04/28
311300040050-04,311300040050,['Elmer Thomas Lake'],LE70280362003119EDC00,2003/04/29
311300040050-05,311300040050,['Elmer Thomas Lake'],LE70280362005172EDC00,2005/06/21
311300040050-06,311300040050,['Elmer Thomas Lake'],LE70280362005076EDC01,2005/03/17
311300040050-07,311300040050,['Elmer Thomas Lake'],LE70280362004266EDC02,2004/09/22
311300040070-01,311300040070,['Lake Lawtonka'],LT50280362011213PAC01,2011/08/01
311300040070-02,311300040070,['Lake Lawtonka'],LT50280362004226PAC01,2004/08/13
311300040070-03,311300040070,['Lake Lawtonka'],LT50290362004105PAC02,2004/04/14
311300040070-04,311300040070,['Lake Lawtonka'],LT50290362003294PAC02,2003/10/21
311300040070-05,311300040070,['Lake Lawtonka'],LE70280362002132EDC00,2002/05/12
311300040070-06,311300040070,['Lake Lawtonka'],LE70280362011045EDC00,2011/02/14
311300040070-07,311300040070,['Lake Lawtonka'],LE70280362004106EDC02,2004/04/15
311300040070-08,311300040070,['Lake Lawtonka'],LE70280362003295EDC01,2003/10/22
311310030120-01,311310030120,['Lake Frederick'],LT50290362007241PAC01,2007/08/29
311310030120-02,311310030120,['Lake Frederick'],LT50280362007122PAC01,2007/05/02
311310030120-03,311310030120,['Lake Frederick'],LT50280362003175LGS02,2003/06/24
311310030120-04,311310030120,['Lake Frederick'],LT50290362003118LGS01,2003/04/28
311310030120-05,311310030120,['Lake Frederick'],LE70280362003119EDC00,2003/04/29
311310030120-06,311310030120,['Lake Frederick'],LE70280362007242EDC00,2007/08/30
311310030120-07,311310030120,['Lake Frederick'],LE70290362007121EDC00,2007/05/01
311310030120-08,311310030120,['Lake Frederick'],LE70280362005156EDC00,2005/06/05
311310030120-09,311310030120,['Lake Frederick'],LE70290362005067EDC00,2005/03/08
311310030120-10,311310030120,['Lake Frederick'],LE70280362004250EDC02,2004/09/06
311500020060-01,311500020060,['Tom  Steed Reservoir'],LT50290362010041PAC02,2010/02/10
311500020060-02,311500020060,['Tom  Steed Reservoir'],LT50280362007122PAC01,2007/05/02
311500020060-03,311500020060,['Tom  Steed Reservoir'],LT50280362005068PAC01,2005/03/09
311500020060-04,311500020060,['Tom  Steed Reservoir'],LT50290362003182LGS01,2003/07/01
311500020060-05,311500020060,['Tom  Steed Reservoir'],LT50280362003175LGS02,2003/06/24
311500020060-06,311500020060,['Tom  Steed Reservoir'],LT50280362002364LGS01,2002/12/30
311500020060-07,311500020060,['Tom  Steed Reservoir'],LE70290362010161EDC00,2010/06/10
311500020060-08,311500020060,['Tom  Steed Reservoir'],LE70280362007210EDC00,2007/07/29
311500020060-09,311500020060,['Tom  Steed Reservoir'],LE70290362007121EDC00,2007/05/01
311500020060-10,311500020060,['Tom  Steed Reservoir'],LE70290362005067EDC00,2005/03/08
311500020060-11,311500020060,['Tom  Steed Reservoir'],LE70280362004250EDC02,2004/09/06
311500030060-01,311500030060,['Rocky Lake'],LT50280362008301PAC01,2008/10/27
311500030060-02,311500030060,['Rocky Lake'],LT50280352008301PAC01,2008/10/27
311500030060-03,311500030060,['Rocky Lake'],LT50280362007122PAC01,2007/05/02
311500030060-04,311500030060,['Rocky Lake'],LT50280352007122PAC01,2007/05/02
311500030060-05,311500030060,['Rocky Lake'],LT50280352006311PAC01,2006/11/07
311500030060-06,311500030060,['Rocky Lake'],LT50280362006311PAC01,2006/11/07
311500030060-07,311500030060,['Rocky Lake'],LT50280352004210EDC00,2004/07/28
311500030060-08,311500030060,['Rocky Lake'],LT50280362004210EDC00,2004/07/28
311500030060-09,311500030060,['Rocky Lake'],LE70280362012144EDC00,2012/05/23
311500030060-10,311500030060,['Rocky Lake'],LE70280362011333EDC00,2011/11/29
311500030060-11,311500030060,['Rocky Lake'],LE70280362009215EDC00,2009/08/03
311500030060-12,311500030060,['Rocky Lake'],LE70290362009126EDC00,2009/05/06
311500030060-13,311500030060,['Rocky Lake'],LE70290352009126EDC00,2009/05/06
311500030060-14,311500030060,['Rocky Lake'],LE70280362007210EDC00,2007/07/29
311500030060-15,311500030060,['Rocky Lake'],LE70290362007121EDC00,2007/05/01
311500030060-16,311500030060,['Rocky Lake'],LE70290352007121EDC00,2007/05/01
311500030060-17,311500030060,['Rocky Lake'],LE70290352004209EDC02,2004/07/27
311500030060-18,311500030060,['Rocky Lake'],LE70290362004209EDC02,2004/07/27
311500030060-19,311500030060,['Rocky Lake'],LE70290362003318EDC02,2003/11/14
311500030060-20,311500030060,['Rocky Lake'],LE70290352003318EDC02,2003/11/14
311500030120-01,311500030120,['Elk City Lake'],LT50280362004210EDC00,2004/07/28
311500030120-02,311500030120,['Elk City Lake'],LT50290352002227LGS01,2002/08/15
311500030120-03,311500030120,['Elk City Lake'],LT50290362002227LGS01,2002/08/15
311500030120-04,311500030120,['Elk City Lake'],LT50290352002051LGS02,2002/02/20
311500030120-05,311500030120,['Elk City Lake'],LT50290362002051LGS02,2002/02/20
311500030120-06,311500030120,['Elk City Lake'],LE70290362006054EDC00,2006/02/23
311500030120-07,311500030120,['Elk City Lake'],LE70290352006054EDC00,2006/02/23
311500030120-08,311500030120,['Elk City Lake'],LE70290362004209EDC02,2004/07/27
311500030120-09,311500030120,['Elk City Lake'],LE70290352004209EDC02,2004/07/27
311500030120-10,311500030120,['Elk City Lake'],LE70290362003302EDC01,2003/10/29
311500030120-11,311500030120,['Elk City Lake'],LE70290352003302EDC01,2003/10/29
311510010020-01,311510010020,['Altus Reservoir'],LT50280362011213PAC01,2011/08/01
311510010020-02,311510010020,['Altus Reservoir'],LT50290362003182LGS01,2003/07/01
311510010020-03,311510010020,['Altus Reservoir'],LT50280362003175LGS02,2003/06/24
311510010020-04,311510010020,['Altus Reservoir'],LT50280362002364LGS01,2002/12/30
311510010020-05,311510010020,['Altus Reservoir'],LE70290362011212EDC00,2011/07/31
311510010020-06,311510010020,['Altus Reservoir'],LE70280362005156EDC00,2005/06/05
311510010020-07,311510010020,['Altus Reservoir'],LE70290362005067EDC00,2005/03/08
311510010020-08,311510010020,['Altus Reservoir'],LE70280362004250EDC02,2004/09/06
410100010250-01,410100010250,['Charles Lake'],LE70250372012155EDC00,2012/06/03
410100010250-02,410100010250,['Charles Lake'],LE70250372012059EDC00,2012/02/28
410210020020-01,410210020020,['Pine Creek Lake'],LT50260372011199PAC01,2011/07/18
410210020020-02,410210020020,['Pine Creek Lake'],LT50260362011199PAC01,2011/07/18
410210020020-03,410210020020,['Pine Creek Lake'],LT50260362011135PAC01,2011/05/15
410210020020-04,410210020020,['Pine Creek Lake'],LT50260372011135PAC01,2011/05/15
410210020020-05,410210020020,['Pine Creek Lake'],LT50260372011039EDC00,2011/02/08
410210020020-06,410210020020,['Pine Creek Lake'],LT50260362011039EDC00,2011/02/08
410210020020-07,410210020020,['Pine Creek Lake'],LT50250372010333EDC00,2010/11/29
410210020020-08,410210020020,['Pine Creek Lake'],LT50250372010013PAC04,2010/01/13
410210020020-09,410210020020,['Pine Creek Lake'],LT50260362008239PAC01,2008/08/26
410210020020-10,410210020020,['Pine Creek Lake'],LT50260372008239PAC01,2008/08/26
410210020020-11,410210020020,['Pine Creek Lake'],LT50260372004020PAC02,2004/01/20
410210020020-12,410210020020,['Pine Creek Lake'],LT50260362004020PAC02,2004/01/20
410210020020-13,410210020020,['Pine Creek Lake'],LE70260362010332EDC00,2010/11/28
410210020020-14,410210020020,['Pine Creek Lake'],LE70260362010012EDC00,2010/01/12
410210020020-15,410210020020,['Pine Creek Lake'],LE70260362009329EDC00,2009/11/25
410210020020-16,410210020020,['Pine Creek Lake'],LE70260362008135EDC00,2008/05/14
410210050020-01,410210050020,['Broken Bow Lake'],LT50260372011199PAC01,2011/07/18
410210050020-02,410210050020,['Broken Bow Lake'],LT50260362011199PAC01,2011/07/18
410210050020-03,410210050020,['Broken Bow Lake'],LT50260372011039EDC00,2011/02/08
410210050020-04,410210050020,['Broken Bow Lake'],LT50260362011039EDC00,2011/02/08
410210050020-05,410210050020,['Broken Bow Lake'],LT50250362010333EDC00,2010/11/29
410210050020-06,410210050020,['Broken Bow Lake'],LT50250372010333EDC00,2010/11/29
410210050020-07,410210050020,['Broken Bow Lake'],LT50260362009161PAC02,2009/06/10
410210050020-08,410210050020,['Broken Bow Lake'],LT50260372009161PAC02,2009/06/10
410210050020-09,410210050020,['Broken Bow Lake'],LT50250372009042PAC01,2009/02/11
410210050020-10,410210050020,['Broken Bow Lake'],LT50250362009042PAC01,2009/02/11
410210050020-11,410210050020,['Broken Bow Lake'],LT50250372006018EDC00,2006/01/18
410210050020-12,410210050020,['Broken Bow Lake'],LT50250362006018EDC00,2006/01/18
410210050020-13,410210050020,['Broken Bow Lake'],LT50250372004125PAC02,2004/05/04
410210050020-14,410210050020,['Broken Bow Lake'],LT50250362004125PAC02,2004/05/04
410210050020-15,410210050020,['Broken Bow Lake'],LE70260362013212EDC00,2013/07/31
410210050020-16,410210050020,['Broken Bow Lake'],LE70250362011200EDC00,2011/07/19
410210050020-17,410210050020,['Broken Bow Lake'],LE70250372011200EDC00,2011/07/19
410210050020-18,410210050020,['Broken Bow Lake'],LE70250362011136EDC00,2011/05/16
410210050020-19,410210050020,['Broken Bow Lake'],LE70250372011136EDC00,2011/05/16
410210050020-20,410210050020,['Broken Bow Lake'],LE70250362011040EDC00,2011/02/09
410210050020-21,410210050020,['Broken Bow Lake'],LE70250372011040EDC00,2011/02/09
410210050020-22,410210050020,['Broken Bow Lake'],LE70260362009041EDC00,2009/02/10
410210050020-23,410210050020,['Broken Bow Lake'],LE70250372006106EDC00,2006/04/16
410210050020-24,410210050020,['Broken Bow Lake'],LE70250362006106EDC00,2006/04/16
410210050020-25,410210050020,['Broken Bow Lake'],LE70260362006017EDC00,2006/01/17
410210050020-26,410210050020,['Broken Bow Lake'],LE70260362004124EDC02,2004/05/03
410210050020-27,410210050020,['Broken Bow Lake'],LE70250372003306EDC01,2003/11/02
410210050020-28,410210050020,['Broken Bow Lake'],LE70250362003306EDC01,2003/11/02
410300010040-01,410300010040,['Lake Raymond Gary'],LT50260362008223PAC01,2008/08/10
410300010040-02,410300010040,['Lake Raymond Gary'],LT50260372008223PAC01,2008/08/10
410300010040-03,410300010040,['Lake Raymond Gary'],LT50260362008127PAC01,2008/05/06
410300010040-04,410300010040,['Lake Raymond Gary'],LT50260372008127PAC01,2008/05/06
410300010040-05,410300010040,['Lake Raymond Gary'],LT50260362005038PAC01,2005/02/07
410300010040-06,410300010040,['Lake Raymond Gary'],LT50260372005038PAC01,2005/02/07
410300010040-07,410300010040,['Lake Raymond Gary'],LE70260362009041EDC00,2009/02/10
410300010040-08,410300010040,['Lake Raymond Gary'],LE70260372008311EDC00,2008/11/06
410300010040-09,410300010040,['Lake Raymond Gary'],LE70260362008311EDC00,2008/11/06
410300010040-10,410300010040,['Lake Raymond Gary'],LE70260362007308EDC00,2007/11/04
410300010040-11,410300010040,['Lake Raymond Gary'],LE70260372007308EDC00,2007/11/04
410300010040-12,410300010040,['Lake Raymond Gary'],LE70260362003217EDC02,2003/08/05
410300020020-01,410300020020,['Hugo Lake'],LT50270362010011PAC03,2010/01/11
410300020020-02,410300020020,['Hugo Lake'],LT50270362009328PAC02,2009/11/24
410300020020-03,410300020020,['Hugo Lake'],LT50260372008223PAC01,2008/08/10
410300020020-04,410300020020,['Hugo Lake'],LT50260362008223PAC01,2008/08/10
410300020020-05,410300020020,['Hugo Lake'],LT50270362008134PAC01,2008/05/13
410300020020-06,410300020020,['Hugo Lake'],LT50260372005038PAC01,2005/02/07
410300020020-07,410300020020,['Hugo Lake'],LT50260362005038PAC01,2005/02/07
410300020020-08,410300020020,['Hugo Lake'],LT50270362003216PAC02,2003/08/04
410300020020-09,410300020020,['Hugo Lake'],LE70260362012242EDC00,2012/08/29
410300020020-10,410300020020,['Hugo Lake'],LE70260372012242EDC00,2012/08/29
410300020020-11,410300020020,['Hugo Lake'],LE70260372010012EDC00,2010/01/12
410300020020-12,410300020020,['Hugo Lake'],LE70260362010012EDC00,2010/01/12
410300020020-13,410300020020,['Hugo Lake'],LE70260362009329EDC00,2009/11/25
410300020020-14,410300020020,['Hugo Lake'],LE70260372009329EDC00,2009/11/25
410300020020-15,410300020020,['Hugo Lake'],LE70260372007308EDC00,2007/11/04
410300020020-16,410300020020,['Hugo Lake'],LE70260362007308EDC00,2007/11/04
410300020020-17,410300020020,['Hugo Lake'],LE70260372003217EDC02,2003/08/05
410300020020-18,410300020020,['Hugo Lake'],LE70260362003217EDC02,2003/08/05
410300020220-01,410300020220,['Lake Ozzie Cobb'],LT50260362008239PAC01,2008/08/26
410300020220-02,410300020220,['Lake Ozzie Cobb'],LT50260362005038PAC01,2005/02/07
410300020220-03,410300020220,['Lake Ozzie Cobb'],LT50260362002302LGS01,2002/10/29
410300020220-04,410300020220,['Lake Ozzie Cobb'],LE70260362008135EDC00,2008/05/14
410300020220-05,410300020220,['Lake Ozzie Cobb'],LE70260362003217EDC02,2003/08/05
410310010050-01,410310010050,['Lake Nanih Waiya'],LT50260362005102PAC01,2005/04/12
410310010050-02,410310010050,['Lake Nanih Waiya'],LT50260362003049LGS01,2003/02/18
410310010050-03,410310010050,['Lake Nanih Waiya'],LE70260362008231EDC00,2008/08/18
410310010050-04,410310010050,['Lake Nanih Waiya'],LE70260362008055EDC00,2008/02/24
410310030020-01,410310030020,['Sardis Lake'],LT50260362011199PAC01,2011/07/18
410310030020-02,410310030020,['Sardis Lake'],LT50260362011135PAC01,2011/05/15
410310030020-03,410310030020,['Sardis Lake'],LT50260362011039EDC00,2011/02/08
410310030020-04,410310030020,['Sardis Lake'],LT50270362008230PAC01,2008/08/17
410310030020-05,410310030020,['Sardis Lake'],LT50260362005102PAC01,2005/04/12
410310030020-06,410310030020,['Sardis Lake'],LT50260362003049LGS01,2003/02/18
410310030020-07,410310030020,['Sardis Lake'],LE70270362011198EDC00,2011/07/17
410310030020-08,410310030020,['Sardis Lake'],LE70270362011038EDC00,2011/02/07
410310030020-09,410310030020,['Sardis Lake'],LE70260362010332EDC00,2010/11/28
410310030020-10,410310030020,['Sardis Lake'],LE70260362008231EDC00,2008/08/18
410310030020-11,410310030020,['Sardis Lake'],LE70260362008055EDC00,2008/02/24
410310030020-12,410310030020,['Sardis Lake'],LE70260362004284EDC02,2004/10/10
410400060040-01,410400060040,['Coalgate City Lake'],LT50270362007099PAC01,2007/04/09
410400060040-02,410400060040,['Coalgate City Lake'],LT50260362007028PAC01,2007/01/28
410400060040-03,410400060040,['Coalgate City Lake'],LT50260362006297PAC01,2006/10/24
410400060040-04,410400060040,['Coalgate City Lake'],LT50260362004020PAC02,2004/01/20
410400060040-05,410400060040,['Coalgate City Lake'],LT50260362002126LGS01,2002/05/06
410400060040-06,410400060040,['Coalgate City Lake'],LE70260362007196EDC00,2007/07/15
410400060040-07,410400060040,['Coalgate City Lake'],LE70260362007100EDC00,2007/04/10
410400060040-08,410400060040,['Coalgate City Lake'],LE70270362006296EDC00,2006/10/23
410400060040-09,410400060040,['Coalgate City Lake'],LE70270362004019EDC01,2004/01/19
410400070020-01,410400070020,['McGee Creek Reservoir'],LT50270362009040PAC01,2009/02/09
410400070020-02,410400070020,['McGee Creek Reservoir'],LT50270362007099PAC01,2007/04/09
410400070020-03,410400070020,['McGee Creek Reservoir'],LT50260362006297PAC01,2006/10/24
410400070020-04,410400070020,['McGee Creek Reservoir'],LT50270362004203PAC01,2004/07/21
410400070020-05,410400070020,['McGee Creek Reservoir'],LT50260362004020PAC02,2004/01/20
410400070020-06,410400070020,['McGee Creek Reservoir'],LT50260362002126LGS01,2002/05/06
410400070020-07,410400070020,['McGee Creek Reservoir'],LE70270362012345EDC00,2012/12/10
410400070020-08,410400070020,['McGee Creek Reservoir'],LE70270362009160EDC00,2009/06/09
410400070020-09,410400070020,['McGee Creek Reservoir'],LE70260362009041EDC00,2009/02/10
410400070020-10,410400070020,['McGee Creek Reservoir'],LE70260362008311EDC00,2008/11/06
410400070020-11,410400070020,['McGee Creek Reservoir'],LE70260362007100EDC00,2007/04/10
410400070020-12,410400070020,['McGee Creek Reservoir'],LE70270362006296EDC00,2006/10/23
410400080020-01,410400080020,['Atoka Lake'],LT50270362010011PAC03,2010/01/11
410400080020-02,410400080020,['Atoka Lake'],LT50270362009328PAC02,2009/11/24
410400080020-03,410400080020,['Atoka Lake'],LT50270362007099PAC01,2007/04/09
410400080020-04,410400080020,['Atoka Lake'],LT50260362007028PAC01,2007/01/28
410400080020-05,410400080020,['Atoka Lake'],LT50260362006297PAC01,2006/10/24
410400080020-06,410400080020,['Atoka Lake'],LT50270362005221PAC01,2005/08/09
410400080020-07,410400080020,['Atoka Lake'],LT50270362004203PAC01,2004/07/21
